T_min,date,T_max,H_min,H_max,extrap
280.1466666666667,2020-12-07,284.93000000000006,74.75,92.16666666666669,0.0
280.8866666666666,2020-12-08,285.32,70.58333333333333,91.0,0.0
280.41271186440684,2020-12-09,285.05677966101695,72.9491525423729,90.32203389830508,0.0
281.2566666666666,2020-12-10,286.03833333333336,73.98333333333333,92.81666666666666,0.0
282.32,2020-12-11,287.7583333333334,75.13333333333334,93.43333333333334,0.0
283.1633333333333,2020-12-12,287.57166666666666,72.31666666666666,91.85,0.0
281.8883333333333,2020-12-13,288.39166666666665,71.45,93.53333333333332,0.0
283.4783333333333,2020-12-14,288.87166666666667,72.08333333333333,91.55,0.0
283.90333333333336,2020-12-15,288.9066666666667,74.83333333333333,93.25,0.0
283.1016666666667,2020-12-16,288.62333333333333,73.85,94.08333333333331,0.0
283.88,2020-12-17,288.93500000000006,74.96666666666667,93.23333333333332,0.0
283.295,2020-12-18,289.00166666666667,74.26666666666667,93.63333333333334,0.0
284.5923728813558,2020-12-19,289.40762711864414,71.66101694915254,91.10169491525423,0.0
283.61896551724135,2020-12-20,288.44827586206895,72.87719298245614,93.38596491228071,0.0
283.62666666666667,2020-12-21,289.40333333333336,78.43333333333334,93.86666666666666,0.0
286.405,2020-12-22,290.7150000000001,77.11666666666666,92.98333333333332,0.0
285.365,2020-12-23,290.19499999999994,70.98333333333333,91.71666666666668,0.0
282.9,2020-12-24,287.7100000000001,68.3,91.55,0.0
281.005,2020-12-25,285.28833333333336,67.21666666666667,88.7,0.0
279.95166666666665,2020-12-26,285.0683333333334,65.83333333333333,88.3,0.0
280.0383333333333,2020-12-27,286.26166666666666,67.36666666666666,90.11666666666666,0.0
281.80833333333334,2020-12-28,285.985,69.51666666666667,90.05,0.0
281.39,2020-12-29,285.9216666666667,72.2,89.71666666666668,0.0
280.8466666666667,2020-12-30,285.4916666666667,70.28333333333333,90.63333333333334,0.0
279.72627118644067,2020-12-31,285.39237288135604,69.61016949152543,92.05084745762713,0.0
279.5783333333333,2021-01-01,283.95,71.1,92.68333333333334,0.0
279.17333333333335,2021-01-02,283.43833333333333,72.06666666666666,89.91666666666669,0.0
279.22627118644067,2021-01-03,283.0906779661017,69.20338983050847,90.54237288135592,0.0
